Frame,Score
1000000,1.7212
1250000,1.7872
1500000,1.9312
1750000,1.73
2000000,1.8704
2250000,1.9568
2500000,1.9664
2750000,1.9384
3000000,1.9572
3250000,1.9704
3500000,1.9732
3750000,1.956
4000000,1.9848
4250000,1.978
4500000,1.98
4750000,1.9488
5000000,1.982
5250000,1.9688
5500000,1.9836
5750000,1.9736
6000000,1.9828
6250000,1.9696
6500000,1.9908
6750000,1.9872
7000000,1.9564
7250000,1.9708
7500000,1.9828
7750000,1.9028
8000000,1.9888
8250000,1.9716
8500000,1.9896
8750000,1.978
9000000,1.9784
9250000,1.9488
9500000,1.9884
9750000,1.9736
