Frame,Score
1000000,0.06479999999999995
1250000,0.3218400000000011
1500000,0.287280000000001
1750000,1.1750399999999832
2000000,1.3975199999999777
2250000,1.534319999999974
2500000,1.718639999999979
2750000,1.6999199999999774
3000000,1.7625599999999835
3250000,1.7589599999999832
3500000,1.7625599999999835
3750000,1.7740799999999846
4000000,1.7819999999999854
4250000,1.7733599999999845
4500000,1.7812799999999853
4750000,1.787039999999986
5000000,1.7819999999999854
5250000,1.786319999999986
5500000,1.787039999999986
