Frame,Score
Frame,Score
1000000,2.7165599999999746
1250000,2.8511999999999666
1500000,2.895919999999962
1750000,3.1262399999999406
2000000,3.1565599999999367
2250000,2.7253599999999536
2500000,3.517279999999964
2750000,3.4956799999999575
3000000,3.429359999999951
3250000,3.5345599999999657
3500000,3.5295199999999642
3750000,3.5734399999999704
4000000,3.56279999999997
4250000,3.5280799999999655
4500000,3.5571199999999705
4750000,3.4395199999999537
5000000,3.5737599999999707
5250000,3.3979199999999494
5500000,3.563439999999968
5750000,3.5668799999999696
6000000,3.422319999999949
6250000,3.5583999999999696
6500000,3.576479999999972
6750000,3.5741599999999716
7000000,3.5750399999999716
7250000,3.536799999999965
7500000,3.5636799999999713
7750000,3.5772799999999725
8000000,3.544079999999969
8250000,3.5655999999999715
8500000,3.516559999999965
8750000,3.5603999999999694
9000000,3.574239999999971
9250000,3.4633599999999554
9500000,3.5539999999999696
9750000,3.244319999999934
Frame,Score
Frame,Score
