Frame,Score
1000000,3.282239999999947
1250000,3.1489599999999527
1500000,3.434879999999958
1750000,3.4751999999999623
2000000,3.564079999999969
2250000,3.5691199999999714
2500000,3.5836799999999718
2750000,3.577119999999972
3000000,3.582719999999972
3250000,3.5701599999999707
3500000,3.5856799999999724
3750000,3.5791999999999717
4000000,3.580799999999971
4250000,3.5856799999999724
4500000,3.572639999999972
4750000,3.577279999999972
5000000,3.5906399999999734
5250000,3.573359999999971
5500000,3.5863199999999735
5750000,3.5799999999999716
6000000,3.584319999999973
6250000,3.5899199999999727
6500000,3.592079999999974
6750000,3.579119999999972
7000000,3.5906399999999734
7250000,3.5920799999999735
7500000,3.586319999999972
7750000,3.5885599999999735
8000000,3.5611999999999693
8250000,3.5819999999999723
8500000,3.5920799999999735
8750000,3.580639999999972
9000000,3.579119999999972
9250000,3.5957599999999736
9500000,3.5819999999999714
9750000,3.576239999999971
