Frame,Score
1000000,0.08567999999999991
1250000,0.555839999999998
1500000,1.2743999999999804
1750000,1.3679999999999783
2000000,1.6192799999999716
2250000,1.7459999999999818
2500000,1.7121599999999788
2750000,1.7567999999999828
3000000,1.7431199999999816
3250000,1.7517599999999824
3500000,1.7683199999999841
3750000,1.7805599999999853
4000000,1.7647199999999836
4250000,1.7798399999999852
4500000,1.778399999999985
4750000,1.7747999999999846
5000000,1.7704799999999843
5250000,1.787039999999986
5500000,1.7841599999999858
5750000,1.7920799999999866
