Frame,Score
1000000,0.07952000000000012
1250000,0.3617599999999978
1500000,0.4782399999999964
1750000,0.7963199999999923
2000000,1.1978400000000162
2250000,1.339520000000025
2500000,1.3221600000000238
2750000,1.3697600000000267
3000000,1.389360000000028
3250000,1.3283200000000241
3500000,1.374240000000027
3750000,1.3860000000000274
4000000,1.3871200000000277
4250000,1.3899200000000278
4500000,1.3921600000000278
4750000,1.394400000000028
5000000,1.392960000000028
5250000,1.393840000000028
5500000,1.3910400000000278
5750000,1.3692000000000266
6000000,1.3860000000000274
6250000,1.3815200000000272
6500000,1.388240000000028
6750000,1.3888000000000278
7000000,1.394400000000028
7250000,1.3912800000000278
7500000,1.391600000000028
7750000,1.3675200000000263
8000000,1.3647200000000264
8250000,1.379840000000027
8500000,1.3924000000000278
8750000,1.378720000000027
9000000,1.3728000000000267
9250000,1.3893600000000277
9500000,1.3890400000000278
9750000,1.3910400000000278
