Frame,Score
1000000,3.9280799999999196
1250000,4.308079999999918
1500000,4.397919999999908
1750000,4.341279999999909
2000000,4.433839999999906
2250000,4.455039999999905
2500000,4.481679999999903
2750000,4.510799999999902
3000000,4.548959999999901
3250000,4.514399999999902
3500000,4.633919999999897
3750000,4.616879999999898
4000000,4.607199999999898
4250000,4.599359999999898
4500000,4.615679999999898
4750000,4.631999999999896
5000000,4.572399999999899
5250000,4.572319999999902
5500000,4.615679999999897
5750000,4.625599999999896
6000000,4.662559999999895
6250000,4.657919999999896
6500000,4.643679999999896
6750000,4.649119999999896
7000000,4.626079999999896
7250000,4.632399999999895
7500000,4.646719999999895
7750000,4.594479999999897
8000000,4.645359999999896
8250000,4.643919999999895
8500000,4.599679999999896
8750000,4.656719999999894
9000000,4.636079999999895
9250000,4.625599999999897
9500000,4.640799999999896
9750000,4.649999999999894
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
