Frame,Score
1000000,2.3886399999999957
1250000,2.512960000000018
1500000,3.0843199999999413
1750000,2.781919999999984
2000000,2.687520000000014
2250000,2.848479999999985
2500000,2.9838399999999634
2750000,2.6889600000000002
3000000,3.1049599999999415
3250000,3.1311999999999363
3500000,3.146559999999938
3750000,3.0028799999999602
4000000,2.915199999999978
4250000,3.0305599999999564
4500000,3.167039999999933
4750000,3.170719999999931
5000000,3.155359999999935
5250000,3.0971199999999453
5500000,3.12639999999994
5750000,3.166079999999933
6000000,3.1092799999999436
6250000,3.175039999999931
6500000,3.0310399999999573
6750000,3.155679999999936
7000000,3.165439999999933
7250000,3.1806399999999293
7500000,3.014399999999962
7750000,3.139999999999938
8000000,3.1430399999999357
8250000,3.131519999999938
8500000,3.061919999999952
8750000,3.1659199999999323
9000000,3.184639999999929
9250000,2.6598400000000195
9500000,3.150399999999935
9750000,3.1395199999999392
Frame,Score
Frame,Score
Frame,Score
