Frame,Score
1000000,3.01413098761618
1250000,3.3001396720576706
1500000,3.4593494075405578
1750000,3.369420132509356
2000000,3.591130113963951
2250000,3.630099239303504
2500000,3.5890407024264177
2750000,3.5060807924055677
3000000,3.633034096592255
3250000,3.7576597865085453
3500000,3.5897929587531805
3750000,3.7082005927079984
4000000,3.771149027860123
4250000,3.8049503747740028
4500000,3.794726507959552
4750000,3.430865218379253
5000000,3.844358096848452
5250000,3.8544599873978376
5500000,3.8185695761071488
5750000,3.786783849577908
6000000,3.641570309691984
6250000,3.789003273927878
6500000,3.899574149542073
6750000,3.852380415845156
7000000,3.83479156623429
7250000,3.650384295182181
7500000,3.7658456508720928
7750000,3.8797432977214914
8000000,3.884038206406441
8250000,3.8396790451845177
8500000,3.8654841111900744
8750000,3.8742037800028
9000000,3.6965220379801025
9250000,3.8512533199360557
9500000,3.9078202502881227
9750000,3.7808225310001884
10000000,3.85927558166063
10250000,3.907507690191914
10500000,3.9238649993990533
10750000,3.869202635528028
11000000,3.72357127534499
11250000,3.867206783957023
11500000,3.728165279973397
11750000,3.8544676163098326
12000000,3.8618773471915935
12250000,3.928015924428994
12500000,3.632600057779764
12750000,3.8680181773461446
13000000,3.8393274774794843
13250000,3.8871301450012035
13500000,3.8718062842889593
13750000,3.8238104603712904
14000000,3.883176646174871
14250000,3.9032141287744677
14500000,3.8706172058803334
14750000,3.8887340078750503
15000000,3.8755288804176002
15250000,3.82062815466775
15500000,3.7365477789523167
15750000,3.9255939291310997
16000000,3.7583977060114093
