Frame,Score
1000000,2.730240000000045
1250000,2.7152800000000505
1500000,2.7405600000000505
1750000,2.819840000000054
2000000,2.8224800000000556
2250000,2.8533600000000585
2500000,2.8370400000000586
2750000,2.8219200000000564
3000000,2.950000000000063
3250000,2.6338400000000237
3500000,2.7785600000000543
3750000,2.920560000000062
4000000,2.947840000000061
4250000,2.88344000000006
4500000,2.9166400000000614
4750000,3.0804000000000675
5000000,3.11344000000007
5250000,3.039920000000062
5500000,2.953120000000063
5750000,3.1062400000000676
6000000,3.080240000000068
6250000,3.0484000000000635
6500000,3.022800000000058
6750000,3.14912000000007
7000000,3.1207200000000683
7250000,3.0767200000000683
7500000,3.0006400000000633
7750000,3.027680000000066
8000000,3.1015200000000687
8250000,3.123200000000069
8500000,3.0770400000000673
8750000,2.9998400000000625
9000000,3.1931200000000715
9250000,3.1181600000000698
9500000,3.1000000000000685
9750000,3.0686400000000655
