Frame,Score
1000000,2.3192800000000187
1250000,2.410400000000006
1500000,2.756000000000042
1750000,2.6203200000000244
2000000,2.3059999999999845
2250000,2.694000000000029
2500000,2.6156800000000198
2750000,2.7173600000000375
3000000,2.589680000000017
3250000,2.758000000000043
3500000,2.7521600000000337
3750000,2.791120000000039
4000000,2.810320000000042
4250000,2.8076000000000425
4500000,2.8080000000000456
4750000,2.8307200000000323
5000000,2.8739200000000302
5250000,2.908160000000026
5500000,2.9838400000000105
5750000,3.042720000000006
6000000,3.034400000000002
6250000,3.304
6500000,3.4536799999999888
6750000,3.583759999999985
7000000,3.6495999999999813
7250000,3.8088799999999914
7500000,3.8550399999999927
7750000,3.7127999999999854
8000000,3.754159999999987
8250000,3.8743999999999907
8500000,3.8747999999999907
8750000,3.8665599999999882
9000000,3.822879999999986
9250000,3.7399199999999837
9500000,3.83871999999998
9750000,3.8779999999999846
