Frame,Score
1000000,1.7928
1250000,1.4308
1500000,1.8016
1750000,1.8428
2000000,1.762
2250000,1.8088
2500000,1.5156
2750000,1.976
3000000,1.9008
3250000,1.9116
3500000,1.9592
3750000,1.9248
4000000,1.8716
4250000,1.8976
4500000,1.976
4750000,1.988
5000000,1.9864
5250000,1.9816
5500000,1.7828
5750000,1.9512
6000000,1.9728
6250000,1.9832
6500000,1.9528
6750000,1.9544
7000000,1.964
7250000,1.9804
7500000,1.976
7750000,1.9464
8000000,1.9872
8250000,1.978
8500000,1.9776
8750000,1.9792
9000000,1.992
9250000,1.9604
9500000,1.9752
9750000,1.9828
Frame,Score
