Frame,Score
1000000,4.484079999999982
1250000,5.133359999999978
1500000,5.027839999999983
1750000,4.238880000000001
2000000,5.059759999999971
2250000,5.302159999999974
2500000,5.77111999999997
2750000,5.069519999999973
3000000,5.5703199999999775
3250000,5.199839999999995
3500000,5.368639999999976
3750000,3.8158399999999935
4000000,5.79535999999998
4250000,5.6603999999999814
4500000,5.036159999999982
4750000,5.818639999999987
5000000,5.465199999999968
5250000,5.386799999999991
5500000,5.78775999999997
5750000,5.936079999999966
6000000,4.800240000000002
6250000,5.70247999999998
6500000,5.890559999999978
6750000,5.508239999999968
7000000,5.778879999999956
7250000,5.573599999999974
7500000,5.047199999999988
7750000,5.170799999999987
8000000,5.872239999999973
8250000,5.927759999999982
8500000,5.847919999999955
8750000,5.971919999999959
9000000,5.853919999999978
9250000,5.955919999999967
9500000,5.845439999999974
9750000,5.964479999999985
