Frame,Score
1000000,4.974879999999976
1250000,5.39735999999997
1500000,4.851679999999984
1750000,5.611919999999973
2000000,5.28639999999997
2250000,5.60247999999998
2500000,5.499759999999976
2750000,5.943919999999968
3000000,6.147919999999962
3250000,5.712319999999962
3500000,5.152959999999996
3750000,5.283919999999976
4000000,5.847839999999968
4250000,6.043839999999966
4500000,6.038639999999967
4750000,5.880239999999974
5000000,6.032719999999955
5250000,5.979119999999961
5500000,6.074879999999964
5750000,6.183759999999955
6000000,6.1467999999999625
6250000,6.106319999999957
6500000,6.077759999999963
6750000,6.022559999999949
7000000,6.150959999999963
7250000,6.217279999999954
7500000,6.160079999999957
7750000,6.139199999999957
8000000,4.374240000000009
8250000,5.999439999999966
8500000,6.016639999999966
8750000,6.146239999999956
9000000,6.15671999999996
9250000,6.210239999999965
9500000,6.263759999999955
9750000,6.084479999999948
Frame,Score
1000000,5.388639999999965
1250000,5.8111199999999545
1500000,5.88423999999996
1750000,5.926239999999962
2000000,6.086559999999965
2250000,6.296639999999966
2500000,6.247999999999963
2750000,6.27671999999996
3000000,6.292159999999964
3250000,6.318959999999952
3500000,6.279519999999964
3750000,6.257839999999967
4000000,6.200959999999962
4250000,6.313839999999964
4500000,6.4324799999999716
4750000,6.378799999999971
5000000,6.274079999999958
5250000,6.381119999999958
5500000,6.2879199999999535
5750000,6.288079999999974
6000000,6.410719999999953
6250000,6.324719999999957
6500000,6.380319999999954
6750000,6.446239999999952
7000000,6.24831999999996
7250000,6.3510399999999585
7500000,6.387279999999957
7750000,6.429199999999958
8000000,6.366479999999954
8250000,6.350719999999953
8500000,6.43895999999995
8750000,6.3952799999999455
9000000,6.436639999999962
9250000,6.3623199999999605
9500000,6.323279999999961
9750000,6.28087999999996
