Frame,Score
1000000,2.245840000000007
1250000,2.3116000000000017
1500000,2.522160000000027
1750000,2.441920000000004
2000000,2.3763199999999913
2250000,2.2584799999999783
2500000,2.3516799999999964
2750000,2.6318400000000284
3000000,2.3384799999999832
3250000,2.74840000000005
3500000,2.7244000000000455
3750000,2.465920000000017
4000000,2.6340800000000275
4250000,2.5479200000000137
4500000,2.7832800000000555
4750000,2.7249600000000407
5000000,2.7137600000000437
5250000,2.1463199999999567
5500000,2.771840000000054
5750000,2.741280000000048
6000000,2.7374400000000483
6250000,2.513920000000004
6500000,2.7824000000000546
6750000,2.563360000000017
7000000,2.784560000000054
7250000,2.7800800000000536
7500000,2.7708800000000515
7750000,2.3415999999999784
8000000,2.7024000000000403
8250000,2.7792000000000545
8500000,2.7196800000000416
8750000,2.6244000000000223
9000000,2.7383200000000456
9250000,2.692800000000042
9500000,2.6952000000000385
9750000,2.778480000000054
