Frame,Score
1000000,0.0009599999999999999
1250000,0.0014399999999999999
1500000,0.00047999999999999996
1750000,0.0014399999999999999
2000000,0.0019199999999999998
2250000,0.011839999999999998
2500000,0.012719999999999995
2750000,0.027360000000000027
3000000,0.08671999999999966
3250000,0.2181599999999998
3500000,0.37584000000000556
3750000,0.48816000000000903
4000000,0.5140800000000102
4250000,0.5731200000000124
4500000,0.5803200000000127
4750000,0.5764800000000126
5000000,0.5942400000000133
5250000,0.5925600000000132
5500000,0.5956800000000134
5750000,0.5932800000000134
6000000,0.5887200000000129
6250000,0.5964000000000134
6500000,0.5906400000000129
6750000,0.5935200000000131
7000000,0.5968800000000134
7250000,0.5930400000000133
7500000,0.5947200000000133
7750000,0.5959200000000134
8000000,0.5925600000000132
8250000,0.5997600000000135
8500000,0.5928000000000133
8750000,0.5980800000000135
9000000,0.586320000000013
9250000,0.5976000000000135
9500000,0.5973600000000134
9750000,0.5990400000000136
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
