Frame,Score
1000000,0.9177599999999938
1250000,0.9593599999999911
1500000,1.5052799999999933
1750000,0.4878400000000009
2000000,2.0403199999999977
2250000,2.107519999999999
2500000,2.1849599999999962
2750000,2.2208000000000014
3000000,0.46976000000000123
3250000,2.217600000000003
3500000,2.1376000000000013
3750000,2.1369600000000046
4000000,0.2208000000000012
4250000,2.114560000000002
4500000,2.2521600000000004
4750000,2.147839999999999
5000000,2.3462399999999963
5250000,1.8758399999999995
5500000,2.2080000000000073
5750000,1.8342400000000023
6000000,1.9558400000000038
6250000,2.2470400000000006
6500000,2.354560000000001
6750000,2.2299200000000017
7000000,2.1491200000000017
7250000,2.2547199999999994
7500000,2.2995199999999962
7750000,2.2182400000000007
8000000,2.344320000000004
8250000,1.8860799999999984
8500000,2.2758400000000014
8750000,2.25728
9000000,2.3001599999999987
9250000,2.2380800000000014
9500000,1.4835199999999926
9750000,2.4127999999999954
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
Frame,Score
