Frame,Score
1000000,1.832480000000014
1250000,1.5859199999999993
1500000,2.0788800000000247
1750000,1.8278400000000012
2000000,1.9622400000000175
2250000,1.8180800000000004
2500000,2.2942400000000434
2750000,2.3092800000000464
3000000,2.3566400000000516
3250000,2.3145600000000472
3500000,2.3432000000000475
3750000,2.342080000000051
4000000,2.3545600000000495
4250000,2.3435200000000505
4500000,2.351680000000051
4750000,2.2248000000000436
5000000,2.371680000000053
5250000,2.33152000000005
5500000,2.3784000000000525
5750000,2.3254400000000506
6000000,2.377760000000053
6250000,2.2851200000000476
6500000,2.351040000000052
6750000,2.330240000000049
7000000,2.355040000000051
7250000,2.373440000000051
7500000,2.3689600000000524
7750000,2.3844800000000537
8000000,2.3691200000000525
8250000,2.3428800000000507
8500000,2.368640000000052
8750000,2.3062400000000456
9000000,2.0526400000000247
9250000,2.351040000000051
9500000,2.2872000000000456
9750000,2.364000000000053
