Frame,Score
1000000,1.1620000000000024
1250000,1.152000000000006
1500000,2.284400000000007
1750000,2.7427200000000527
2000000,2.6568800000000374
2250000,2.748320000000051
2500000,2.727520000000051
2750000,2.7524000000000544
3000000,2.7671200000000504
3250000,2.740880000000052
3500000,2.783600000000057
3750000,2.824320000000058
4000000,2.795520000000057
4250000,2.85984000000006
4500000,2.88736000000006
4750000,2.7989600000000556
5000000,2.9382400000000644
5250000,2.842000000000057
5500000,2.89008000000006
5750000,2.8774400000000586
6000000,3.000800000000065
6250000,2.9879200000000643
6500000,2.9760800000000645
6750000,3.087600000000069
7000000,3.090480000000067
7250000,3.0684800000000676
7500000,2.863600000000059
7750000,3.0916800000000677
8000000,2.8878400000000597
8250000,3.1647200000000706
8500000,3.0639200000000675
8750000,3.0299200000000654
9000000,3.130480000000069
9250000,3.187760000000071
9500000,3.110560000000069
9750000,3.1595200000000694
